video_id,segment_id,video_path,transcript,duration,channel
6RBn0IVd3J4,000017,data/iborotti/clips/6RBn0IVd3J4/000017/mouth.mp4,açıkçası postmodernite ile beraber rasyonelitenin geride kalması bizim tanım yapmamızı güçleştiriyor.,9.1,AVANGART
6RBn0IVd3J4,000018,data/iborotti/clips/6RBn0IVd3J4/000018/mouth.mp4,"Çünkü postmodernite modernizmin aksine rasyonelite yerine irrasyoneliteyi, serbestlileri, bağlar arasındaki gevşemeleri, atomize olmayı, ilişkiselliğin düşmesini, olgular yerine duyguların, algıların öne",15.66,AVANGART
6RBn0IVd3J4,000019,data/iborotti/clips/6RBn0IVd3J4/000019/mouth.mp4,"geçmesi gibi nedenlerden ötürü Rasyonaliteye bir kalkışma, bir ayaklanma gibi görünüyor.",7.4,AVANGART
6RBn0IVd3J4,000020,data/iborotti/clips/6RBn0IVd3J4/000020/mouth.mp4,Bu yüzden de rasyonalitenin temelinde yer alan şeylerden biri olan tanımlamayı ciddi bir şekilde dışarıda bırakıyor.,7.74,AVANGART
6RBn0IVd3J4,000021,data/iborotti/clips/6RBn0IVd3J4/000021/mouth.mp4,Peki şöyle düşünemez miyiz diye düşünebiliriz tabii.,3.16,AVANGART
6RBn0IVd3J4,000022,data/iborotti/clips/6RBn0IVd3J4/000022/mouth.mp4,"Biz rasyonelsek, irrasyonel olan bir şeyi tanımlayamaz mıyız hala?",5.0,AVANGART
6RBn0IVd3J4,000023,data/iborotti/clips/6RBn0IVd3J4/000023/mouth.mp4,Tanımlayamayabiliriz. En azından mutlak bir isabet sağlayamayabiliriz.,4.58,AVANGART
6RBn0IVd3J4,000024,data/iborotti/clips/6RBn0IVd3J4/000024/mouth.mp4,"Çünkü tanımda şu şöyledir, bu böyledir dediğimiz şeyler",5.34,AVANGART
6RBn0IVd3J4,000025,data/iborotti/clips/6RBn0IVd3J4/000025/mouth.mp4,daha stabil bir dünya tasarımı için geçerliyken bu yeni dünya tasarımında hiçbir şey o kadar dengede görünmediği için her an eski pozisyonunu terk edebiliyor.,12.2,AVANGART
6RBn0IVd3J4,000026,data/iborotti/clips/6RBn0IVd3J4/000026/mouth.mp4,Bu da tanımın bir boşa düşüp bir tekrar mümkün olmasını getiriyor.,5.52,AVANGART
6RBn0IVd3J4,000027,data/iborotti/clips/6RBn0IVd3J4/000027/mouth.mp4,Bunlara rağmen yine de bir tanım getirmeye çalışayım ama konuşma için de muhtemelen tanımın yeni açılımları da kendisini gösterecektir.,8.2,AVANGART
6RBn0IVd3J4,000028,data/iborotti/clips/6RBn0IVd3J4/000028/mouth.mp4,"Şöyle diyebiliriz kutuplaşma için, bir toplumda en az iki farklı görüşün birbirleriyle işaretler sistemi bağlamında ve simgesel düzen kurma bağlamında yani eşyalara, ilişkilere, olaylara,",15.6,AVANGART
6RBn0IVd3J4,000029,data/iborotti/clips/6RBn0IVd3J4/000029/mouth.mp4,"insanlara, durumlara ilişkin",2.42,AVANGART
6RBn0IVd3J4,000030,data/iborotti/clips/6RBn0IVd3J4/000030/mouth.mp4,yaptıkları adlandırmaların ve tanımlamaların birbirleriyle hiç uyuşmaması ve buna rağmen birbirleri arasında bir bağlantı kurup acaba bir uzlaşma yapabilir miyiz diye düşünülmemesi ve tarafların,16.2,AVANGART
6RBn0IVd3J4,000031,data/iborotti/clips/6RBn0IVd3J4/000031/mouth.mp4,kendi tanımlarına aşırı derecede sadık kalıp kendi görüşlerini ve yorumlarını şaşmaz olarak nitelemelerine rağmen,8.1,AVANGART
6RBn0IVd3J4,000032,data/iborotti/clips/6RBn0IVd3J4/000032/mouth.mp4,karşı tarafı sadece olası görüşlerden bir başkası olarak değil düşman olarak görmesi.,7.52,AVANGART
6RBn0IVd3J4,000033,data/iborotti/clips/6RBn0IVd3J4/000033/mouth.mp4,Böylece kutuplaşmada diyelim ki iki tane olsun daha kolay bir anlaşma zemini sağlamamız için ama daha çok da olabilir.,7.72,AVANGART
6RBn0IVd3J4,000034,data/iborotti/clips/6RBn0IVd3J4/000034/mouth.mp4,Ama genellikle iki kutupta yoğunlaşıyor bu iş hakikaten.,3.66,AVANGART
6RBn0IVd3J4,000035,data/iborotti/clips/6RBn0IVd3J4/000035/mouth.mp4,"iki kutubun dünya görüşleri olarak, dünyayı isimlendirme, anlamlandırma olarak kendi tezlerinin dışında kalan her tezi",9.54,AVANGART
6RBn0IVd3J4,000036,data/iborotti/clips/6RBn0IVd3J4/000036/mouth.mp4,"troll, sahtekar, düşman, hain, işbirlikçi veya kendi yapmak istediği dünyayı bozmaya çalışan bir terörist gibi algılaması.",12.22,AVANGART
6RBn0IVd3J4,000037,data/iborotti/clips/6RBn0IVd3J4/000037/mouth.mp4,Kutuplaşmada iki tane dünya tasarımı arasında hiçbir şekilde uzlaşı olmaz.,6.72,AVANGART
6RBn0IVd3J4,000038,data/iborotti/clips/6RBn0IVd3J4/000038/mouth.mp4,Uzlaşı kurmaya yönelik bir girişim de olmaz ve taraflar kendi görüşlerinden son derece eminken ve bunu bütün görüşlerin tamamıyla tüm yelpazesine yayarken karşı tarafın,16.22,AVANGART
6RBn0IVd3J4,000039,data/iborotti/clips/6RBn0IVd3J4/000039/mouth.mp4,tek bir düşüncesinin bile doğru olmadığına inanırlar.,3.6,AVANGART
6RBn0IVd3J4,000040,data/iborotti/clips/6RBn0IVd3J4/000040/mouth.mp4,Böylece taraflar kendi dünyalarını inşa ederken tersten de gidebilirler.,5.64,AVANGART
6RBn0IVd3J4,000041,data/iborotti/clips/6RBn0IVd3J4/000041/mouth.mp4,Yani karşı taraf böyle düşünüyorsa demek ki böyle düşünmeyebilirim.,4.48,AVANGART
6RBn0IVd3J4,000042,data/iborotti/clips/6RBn0IVd3J4/000042/mouth.mp4,Kutuplaşma özetle böyle. Peki nasıl oluşuyor bu kutuplaşma?,4.14,AVANGART
6RBn0IVd3J4,000043,data/iborotti/clips/6RBn0IVd3J4/000043/mouth.mp4,Biraz önce anahtar bazı sözcüklerden bahsettim.,2.92,AVANGART
6RBn0IVd3J4,000044,data/iborotti/clips/6RBn0IVd3J4/000044/mouth.mp4,"Ne dedim mesela? İşaretler sistemi dedim, simgesel düzen dedim, olgulara, nesnelere, ilişkilere, insanlara verilen adlandırmalar demiştim.",7.68,AVANGART
6RBn0IVd3J4,000045,data/iborotti/clips/6RBn0IVd3J4/000045/mouth.mp4,Bence mesele buralardan çıkıyor. Peki nasıl çıkıyor böyle bir mesele?,4.6,AVANGART
6RBn0IVd3J4,000046,data/iborotti/clips/6RBn0IVd3J4/000046/mouth.mp4,Adlandırma bence temel noktalardan bir tanesi burası.,3.4,AVANGART
6RBn0IVd3J4,000047,data/iborotti/clips/6RBn0IVd3J4/000047/mouth.mp4,Adlandırma ve ilişkiler arasında bağlantı kurma.,3.24,AVANGART
6RBn0IVd3J4,000048,data/iborotti/clips/6RBn0IVd3J4/000048/mouth.mp4,Ne oluyor burada? Bizler dünyayla yani kendimiz dışındaki ve kendimizi de dahil ederek çünkü kendimize de bir öteki gibi de bakarız zaman zaman veya içten birisi olarak baktığımızda da,11.84,AVANGART
6RBn0IVd3J4,000049,data/iborotti/clips/6RBn0IVd3J4/000049/mouth.mp4,"gördüğümüz, karşılaştığımız, duyularımıza çarpan şeyler sayısızdır.",5.6,AVANGART
6RBn0IVd3J4,000050,data/iborotti/clips/6RBn0IVd3J4/000050/mouth.mp4,Ve bu sayısız yani katrilyonlarca veri altında bizim zihnimiz birkaç veriyle aynı anda işlem yapmaya daha izin verir gibi,10.98,AVANGART
6RBn0IVd3J4,000051,data/iborotti/clips/6RBn0IVd3J4/000051/mouth.mp4,görünmektedir. Yani sayısız bir veri bolluğu karşısında birkaç veriyi işleyebilen bir zihinle ve duygu durumuyla karşı karşıyayız.,11.7,AVANGART
6RBn0IVd3J4,000052,data/iborotti/clips/6RBn0IVd3J4/000052/mouth.mp4,"Böyle olduğunda kişiler dünyadaki sayısız veri arasından seçim yaparak, algıda seçerek, daha baştan kendi önyargılarıyla içine doğduğu dünyada öğrendiği, kendisine enjekte edilen, dil aracılığıyla",16.0,AVANGART
6RBn0IVd3J4,000053,data/iborotti/clips/6RBn0IVd3J4/000053/mouth.mp4,kendisine yüklenen pek çok kısa yolu adlandırmayı kullanarak,5.7,AVANGART
6RBn0IVd3J4,000054,data/iborotti/clips/6RBn0IVd3J4/000054/mouth.mp4,yeni adlandırmaları buna göre tanımlar veya,4.14,AVANGART
6RBn0IVd3J4,000055,data/iborotti/clips/6RBn0IVd3J4/000055/mouth.mp4,yeni tanımlamalara adlandırma vermeyerek onları göz ardı.,5.1,AVANGART
6RBn0IVd3J4,000056,data/iborotti/clips/6RBn0IVd3J4/000056/mouth.mp4,Böyle bir dünyada kişiyi şöyle düşünmek gerekir.,3.72,AVANGART
6RBn0IVd3J4,000057,data/iborotti/clips/6RBn0IVd3J4/000057/mouth.mp4,Kişi bir tabula rasa olarak dünyaya gelir mi?,3.9,AVANGART
6RBn0IVd3J4,000058,data/iborotti/clips/6RBn0IVd3J4/000058/mouth.mp4,Boş bir levha olarak mı gelir? Felsefe derslerinden hatırlayacaksınızdır hepiniz.,4.58,AVANGART
6RBn0IVd3J4,000059,data/iborotti/clips/6RBn0IVd3J4/000059/mouth.mp4,Bazı görüşlere göre de biliyorsunuz her şeyi biliyor olarak geliyoruz felsefede.,4.34,AVANGART
6RBn0IVd3J4,000060,data/iborotti/clips/6RBn0IVd3J4/000060/mouth.mp4,Burada her şeyi unuttuğumuz için yavaş yavaş anımsıyoruz.,3.32,AVANGART
6RBn0IVd3J4,000061,data/iborotti/clips/6RBn0IVd3J4/000061/mouth.mp4,Söylediğimiz tanımın önemi yok. Önemli olan şu.,2.62,AVANGART
6RBn0IVd3J4,000062,data/iborotti/clips/6RBn0IVd3J4/000062/mouth.mp4,Biz bir birey olarak dünyadaki her şeyi en baştan kendi çektiğimiz veriye göre mi düzenliyoruz?,8.24,AVANGART
6RBn0IVd3J4,000063,data/iborotti/clips/6RBn0IVd3J4/000063/mouth.mp4,Hayır. Neden? Çünkü biz bir insan olarak doğduğumuzda son derece savunmasızızız.,6.26,AVANGART
6RBn0IVd3J4,000064,data/iborotti/clips/6RBn0IVd3J4/000064/mouth.mp4,"Yemek yemeyi bilmiyoruz, elimizi kolumuzu kullanmayı bilmiyoruz, yürüyemiyoruz, dünya hakkında hiçbir görüş oluşturamıyoruz.",7.06,AVANGART
6RBn0IVd3J4,000065,data/iborotti/clips/6RBn0IVd3J4/000065/mouth.mp4,"Kendi bedenimizi dahi kullanamıyoruz. Böyle bir durumda topluluk bize el vermezse ne beslenebiliyoruz, ne su içebiliyoruz,",8.68,AVANGART
6RBn0IVd3J4,000066,data/iborotti/clips/6RBn0IVd3J4/000066/mouth.mp4,"hiçbir şey yapamıyoruz. Ölüm mutlak ve belki de bir gün içinde, belki de maksimum birkaç gün içinde.",5.72,AVANGART
6RBn0IVd3J4,000067,data/iborotti/clips/6RBn0IVd3J4/000067/mouth.mp4,Bu yüzden bizim biyolojik zaten yetersizliğimiz nedeniyle biz hayata bir birey olarak başlayamıyoruz.,7.28,AVANGART
6RBn0IVd3J4,000068,data/iborotti/clips/6RBn0IVd3J4/000068/mouth.mp4,Biz hayata toplumun koruyup kolladığı bir fert olarak başlıyoruz.,4.92,AVANGART
6RBn0IVd3J4,000069,data/iborotti/clips/6RBn0IVd3J4/000069/mouth.mp4,Yani toplumun bir parçası olarak başlıyoruz hayata.,3.18,AVANGART
6RBn0IVd3J4,000070,data/iborotti/clips/6RBn0IVd3J4/000070/mouth.mp4,Aksi takdirde devam edemiyoruz. Toplumun bir parçası olarak başladığımızda ise,4.58,AVANGART
6RBn0IVd3J4,000071,data/iborotti/clips/6RBn0IVd3J4/000071/mouth.mp4,"her şeyin daha önce adlandırılmış, her şeyin daha önce işaret sistemi olarak oluşturulduğu bir simgesel düzenin yapılandığı bir dünyanın içine geliyoruz.",11.72,AVANGART
6RBn0IVd3J4,000072,data/iborotti/clips/6RBn0IVd3J4/000072/mouth.mp4,İçine doğduğumuz toplum bunların neredeyse hepsini halletmiş oluyor. Ve biz,4.6,AVANGART
6RBn0IVd3J4,000073,data/iborotti/clips/6RBn0IVd3J4/000073/mouth.mp4,bu simgesel işaretlerden oluşan düzeni dil aracılığıyla yavaş yavaş içine doğduğumuz toplumdaki kişiler aracılığıyla öğrenmeye başlıyoruz.,11.74,AVANGART
6RBn0IVd3J4,000074,data/iborotti/clips/6RBn0IVd3J4/000074/mouth.mp4,Yani bize bir enjeksiyon var.,2.46,AVANGART
6RBn0IVd3J4,000075,data/iborotti/clips/6RBn0IVd3J4/000075/mouth.mp4,Biz nesneleri sıfırdan adlandırmıyoruz.,2.66,AVANGART
6RBn0IVd3J4,000076,data/iborotti/clips/6RBn0IVd3J4/000076/mouth.mp4,"Belki de binlerce yıllık bir süre içinde adlandırılmış, koskoca inşa edilmiş bir yapının yapısını sökmeye çalışıyoruz.",9.34,AVANGART
6RBn0IVd3J4,000077,data/iborotti/clips/6RBn0IVd3J4/000077/mouth.mp4,Yani yeni bir yapı inşa etmekten çok,2.28,AVANGART
6RBn0IVd3J4,000078,data/iborotti/clips/6RBn0IVd3J4/000078/mouth.mp4,"içine doğduğumuz tarihsel, kültürel, biricik toplumun",4.58,AVANGART
6RBn0IVd3J4,000079,data/iborotti/clips/6RBn0IVd3J4/000079/mouth.mp4,"bin yıllar içinde, yüzyıllar içinde oluşturduğu yapının ne olduğunu anlamaya çalışıyoruz.",6.84,AVANGART
6RBn0IVd3J4,000080,data/iborotti/clips/6RBn0IVd3J4/000080/mouth.mp4,Ve bunu istemesek de maruz kalarak gerçekleştiriyoruz.,4.44,AVANGART
6RBn0IVd3J4,000081,data/iborotti/clips/6RBn0IVd3J4/000081/mouth.mp4,"Böylece bize adlandırmaları, ilişkalarını enjekte eden toplum da bunu kendi icat etmemiş oluyor.",7.92,AVANGART
6RBn0IVd3J4,000082,data/iborotti/clips/6RBn0IVd3J4/000082/mouth.mp4,Bunu icat edenlerin çoğu ölü.,2.24,AVANGART
6RBn0IVd3J4,000083,data/iborotti/clips/6RBn0IVd3J4/000083/mouth.mp4,"Sadece bir miktar belki geliştiriyorlar ve gelişen değişen şartlara göre, teknolojik yapıya göre, ilişki ağlarının yenilenmesine göre, üretim ilişkilerinin farklılaşmasına göre bu elbette bir miktar değişiyor. Fakat değişimin",15.54,AVANGART
6RBn0IVd3J4,000084,data/iborotti/clips/6RBn0IVd3J4/000084/mouth.mp4,"kendisi minör,",2.16,AVANGART
6RBn0IVd3J4,000085,data/iborotti/clips/6RBn0IVd3J4/000085/mouth.mp4,büyük olan yapı majör.,2.24,AVANGART
6RBn0IVd3J4,000086,data/iborotti/clips/6RBn0IVd3J4/000086/mouth.mp4,"Bu yapı içinde kişiler, doğduğu toplum",4.14,AVANGART
6RBn0IVd3J4,000087,data/iborotti/clips/6RBn0IVd3J4/000087/mouth.mp4,"ne tür bir ifadelendirme kullanıyorsa, ne tür bir gramer kullanıyorsa, ne tür sözcükler kullanıyorsa onun içine enjekte olup o yapı içinde",9.42,AVANGART
6RBn0IVd3J4,000088,data/iborotti/clips/6RBn0IVd3J4/000088/mouth.mp4,hayatı anlamlandırmaya başlıyor. Ve veri seçerken de daha önce yapının yani daha önce toplumun kendisi için seçmiş olduğu verilere dikkat kesiliyor.,10.98,AVANGART
6RBn0IVd3J4,000089,data/iborotti/clips/6RBn0IVd3J4/000089/mouth.mp4,"Böylece mütedeyin bir ailede doğan kişi, mütedeyin özellikler gösterip, mütedeyin bir vokableriye sahip olup, mütedeyin bir işaretler sisteminin içinde, mütedeyin bir simgesel düzen içinde yaşıyor.",13.5,AVANGART
6RBn0IVd3J4,000090,data/iborotti/clips/6RBn0IVd3J4/000090/mouth.mp4,Ya simgesel düzenden ne kastediyorum mesela?,2.5,AVANGART
6RBn0IVd3J4,000091,data/iborotti/clips/6RBn0IVd3J4/000091/mouth.mp4,"Şöyle diyebiliriz, hiyerarşik bir toplumsal düzen olabilir.",4.64,AVANGART
6RBn0IVd3J4,000092,data/iborotti/clips/6RBn0IVd3J4/000092/mouth.mp4,"Mesela şöyle diyelim, mütedeyin bir kişi için en tepede Tanrı, Allah.",5.34,AVANGART
6RBn0IVd3J4,000093,data/iborotti/clips/6RBn0IVd3J4/000093/mouth.mp4,Bu büyük kapsayıcı Tanrı 'nın altında yaratılmış olan varlıklar.,6.18,AVANGART
6RBn0IVd3J4,000094,data/iborotti/clips/6RBn0IVd3J4/000094/mouth.mp4,"Bu varlıklar arasında, farklı dinlere inananlar arasında mütedeyinin dini hangi dinse onun öncelikli diğerlerinin kafir olduğu, seküler anlayışın işaretlendirmelerinin onun için tedirgin edici ve yanlış ve küfre yönelik",15.96,AVANGART
6RBn0IVd3J4,000096,data/iborotti/clips/6RBn0IVd3J4/000096/mouth.mp4,"Yine bilim insanından çok belki din insanlarının öncelikli olduğu, belki eşitliğin değil",8.44,AVANGART
6RBn0IVd3J4,000097,data/iborotti/clips/6RBn0IVd3J4/000097/mouth.mp4,daha hiyerarşik bir yapının bulunduğu bir yer görürken her zaman böyle olması gerekmez bu arada.,6.6,AVANGART
6RBn0IVd3J4,000098,data/iborotti/clips/6RBn0IVd3J4/000098/mouth.mp4,"Mütedeyin olmayan bir aileye doğan, bir topluma doğan kişinin ise seçtiği sözcüklerin, işaret sisteminin, simgesel düzenin ona göre değişmesi.",9.28,AVANGART
6RBn0IVd3J4,000099,data/iborotti/clips/6RBn0IVd3J4/000099/mouth.mp4,"En tepede başka bir varlığa yer açılması, Tanrı 'nın başka bir varlıkla yer değiştirmesi.",6.32,AVANGART
6RBn0IVd3J4,000100,data/iborotti/clips/6RBn0IVd3J4/000100/mouth.mp4,"Bu demokrasi olabilir, toplum olabilir, bireyin kendisi olabilir, özgürlük olabilir, hiç olabilir, hiççilik bağlamında hiçbir şey olabilir.",8.86,AVANGART
6RBn0IVd3J4,000101,data/iborotti/clips/6RBn0IVd3J4/000101/mouth.mp4,"Fakat önemli olan şu, aynı dünyayı yaşarken iki tarafta aynı şeyleri veri seti olarak karşılarken bedeniyle farklı şeyleri seçmesi ve sayısız veri arasında birkaç tane şeyi seçip ona göre bir",15.92,AVANGART
6RBn0IVd3J4,000102,data/iborotti/clips/6RBn0IVd3J4/000102/mouth.mp4,işaretler sistemi oluşturup bunu dilsel olarak ifade etmeye başlaması ve dünyayı bir süre sonra konuştukları bu dil aracılığıyla deşifre ettiklerinden,13.04,AVANGART
6RBn0IVd3J4,000103,data/iborotti/clips/6RBn0IVd3J4/000103/mouth.mp4,ben buna aslında tersini düşünüyorum.,2.5,AVANGART
6RBn0IVd3J4,000104,data/iborotti/clips/6RBn0IVd3J4/000104/mouth.mp4,"Dil dünyayı deşifre etmiyor, icat ediyor.",2.9,AVANGART
6RBn0IVd3J4,000105,data/iborotti/clips/6RBn0IVd3J4/000105/mouth.mp4,"Neden? Çünkü dil dediğimiz şey gördüğümüz dünyanın, görmediğimiz ilişki ağlarının ama hissettiğimiz ilişki ağlarının zihnimizde temsil edilmesi.",10.58,AVANGART
6RBn0IVd3J4,000106,data/iborotti/clips/6RBn0IVd3J4/000106/mouth.mp4,"Yani bir tarafta benim zihnim olmaksızın var olan, benim zihnime var olmak için gereksinimi duymayan ve ben yorumlamaksızın da var olan olduğunu kabul ettiğimiz bir gerçeklik var.",15.08,AVANGART
6RBn0IVd3J4,000107,data/iborotti/clips/6RBn0IVd3J4/000107/mouth.mp4,Bu gerçekliğin zihnime gerçekliği olduğu gibi atamadığı için tercüme ederek bir temsil şeklinde zihne atması var.,10.76,AVANGART
6RBn0IVd3J4,000108,data/iborotti/clips/6RBn0IVd3J4/000108/mouth.mp4,"Şöyle düşünebiliriz, İstanbul 'u düşünün.",2.36,AVANGART
6RBn0IVd3J4,000109,data/iborotti/clips/6RBn0IVd3J4/000109/mouth.mp4,"İstanbul 'un gerçeği nedir? Bütün kaldırım taşları içinde yaşayan, bütün insanlar içinde yaşayan, bütün güvercinler, bütün su zerrecikleri, boğazdaki bütün yunus balıkları.",9.8,AVANGART
6RBn0IVd3J4,000110,data/iborotti/clips/6RBn0IVd3J4/000110/mouth.mp4,Oynak bir yapı gösteren dev bir İstanbul var.,3.04,AVANGART
6RBn0IVd3J4,000111,data/iborotti/clips/6RBn0IVd3J4/000111/mouth.mp4,Fakat bizler zihnimizde İstanbul 'u böyle görmeyiz.,3.64,AVANGART
6RBn0IVd3J4,000112,data/iborotti/clips/6RBn0IVd3J4/000112/mouth.mp4,"İstanbul 'un bütün semtlerine hakim değilizdir, bütün binalarını, bütün sokaklarını bilmeyiz.",5.24,AVANGART
6RBn0IVd3J4,000113,data/iborotti/clips/6RBn0IVd3J4/000113/mouth.mp4,Kafamızda bir İstanbul temsili oluştururuz.,3.14,AVANGART
6RBn0IVd3J4,000114,data/iborotti/clips/6RBn0IVd3J4/000114/mouth.mp4,"Neye göre? Seçtiğim birkaç veriye göre, İstanbul 'un en çok kullandığım yerlerine göre, benim için anıları bulunan, anıtsal görünen veya toplum için anıtsal bulunmuş bazı İstanbul imgeleriyle benim deneyimlediğim İstanbul arasında bağlantılar kurarak.",16.04,AVANGART
6RBn0IVd3J4,000115,data/iborotti/clips/6RBn0IVd3J4/000115/mouth.mp4,"Böylece hipotetik söylüyorum, Kız Kulesi, Boğaz, İstanbul Üniversitesi 'nin girişi, Beyazıt Meydanı, İstiklal Caddesi, Bağdat Caddesi gibi, Çamlıca Tepesi, Tarabya Oteli gibi",13.54,AVANGART
6RBn0IVd3J4,000116,data/iborotti/clips/6RBn0IVd3J4/000116/mouth.mp4,bazı referans noktalarından oluşan parçalı ve gerçek İstanbul 'a göre çok hafif kalan bir İstanbul temsiliyle karşılaşırız.,9.7,AVANGART
6RBn0IVd3J4,000117,data/iborotti/clips/6RBn0IVd3J4/000117/mouth.mp4,"Bu İstanbul temsilinde aynı zamanda dostluklar, arkadaşlıklar, güzel anılar, kötü anılar, entelektüel deneyimler, girişimler, bedensel faaliyetler pek çok şey vardır.",11.44,AVANGART
6RBn0IVd3J4,000118,data/iborotti/clips/6RBn0IVd3J4/000118/mouth.mp4,Yani İstanbul 'u sadece bir mimari olarak da algılamayız.,3.42,AVANGART
6RBn0IVd3J4,000119,data/iborotti/clips/6RBn0IVd3J4/000119/mouth.mp4,Fakat algıladığımız her şey,2.24,AVANGART
6RBn0IVd3J4,000120,data/iborotti/clips/6RBn0IVd3J4/000120/mouth.mp4,zihnimizde tutulabilmek için zihnimizin gerçekliği algılamayıp onu bir temsil olarak zihnine attığı şeylerle ilişkili bir işaretler sistemidir.,11.2,AVANGART
6RBn0IVd3J4,000121,data/iborotti/clips/6RBn0IVd3J4/000121/mouth.mp4,Yani İstiklal Caddesi dediğimde ben ilkokulu ve ortaokulu İstiklal Caddesi 'nde okumuştum.,6.66,AVANGART
6RBn0IVd3J4,000122,data/iborotti/clips/6RBn0IVd3J4/000122/mouth.mp4,"Bu yüzden İstiklal Caddesi dendiğinde ben bir tramvayın geçtiği ve sağlı sollu restoranlardan, butiklerden, kitapçılardan oluşan bir yer değil, aynı zamanda ilkokul ve ortaokul anılarımın bütününün bir",15.34,AVANGART
6RBn0IVd3J4,000123,data/iborotti/clips/6RBn0IVd3J4/000123/mouth.mp4,"mekanı olarak gördüğüm için İstiklal Caddesi 'ni,",3.32,AVANGART
6RBn0IVd3J4,000124,data/iborotti/clips/6RBn0IVd3J4/000124/mouth.mp4,bendeki iz düşümü farklıdır.,2.88,AVANGART
6RBn0IVd3J4,000125,data/iborotti/clips/6RBn0IVd3J4/000125/mouth.mp4,"Bendeki işaretler sistemine göre şimdi çoğu var olmayan mesela Haşet Kitabevi gibi, ABC Kitabevi gibi, işte o dönemde sıkça arkadaşlarımızla kaçarak gittiğimiz atari salonları gibi yerler",12.96,AVANGART
6RBn0IVd3J4,000126,data/iborotti/clips/6RBn0IVd3J4/000126/mouth.mp4,benim İstiklal Caddesi dendiğinde kafama üşüşen anılarımın bağlayıcılığını oluşturan bir yer.,7.14,AVANGART
6RBn0IVd3J4,000127,data/iborotti/clips/6RBn0IVd3J4/000127/mouth.mp4,Peki bütün bunları nasıl zihnimde tutuyorum?,3.1,AVANGART
